source,link,extracted_text,published
finance.yahoo.com,https://finance.yahoo.com/video/tesla-vs-waymo-difference-between-120003596.html?.tsrc=rss,"Waymo, we know, right now Stephen, far ahead. What are Tesla's competitive advantages in this space? When you explain them to clients, or what do you tell them?

Yeah, it's interesting. I've been in, I've been in Waymos and full self-driving Teslas and and, you know, the first thing that that jumped out to me was that the Tesla system felt more, more natural, right, in the process. Now, the, when you look at the Waymo system, and, you know, this is on the vehicles you see in San Francisco and other cities. Uh, or sounds like they're coming to New York at some point in the not too distant future. They have multiple redundancies in the system, right? They have cameras, they have LiDAR, they have radar and they, they because of those redundancies you know if people look at them and say there there's a higher level of safety. When you look at the, the Tesla system, you know, it's camera based and it's AI based, and they have massive quantities of data uh to do the analysis. Uh, to me the vehicles kind of felt a little more natural, but look but what we tell people is you know the lack of redundancies, the camera-based system only. There are some risks to that. Now, on the positive side, there's really three big benefits. Right, one is cost, right, if you're, if you're talking about a, a robotaxi which you're showing on the screen right now or whether we should talk about a Model Y that I that I subscribed to FSD with, you know the car can be $30 or $40,000. A a Waymo fully equipped with all the sensors, etc. is well north of a hundred thousand dollars. So cost is one. Second is uh, I think clearly the massive fleet of Teslas that are out there right now, which can become part of of a robotaxi fleet over time. But if I have a Tesla Model Y in the driveway and I have a you know full self-driving, you know theoretically I can drive that car to work and dump it into the robotaxi fleet. So the ability to scale based on a massive installed base uh is probably the second uh big positive. And, and then the third is their ability, I think, to have some flexibility whether it's uh, you know, some Tesla owned assets, assets owned by by individuals and even, even you know partnering with at some point or even using a you know me having a Tesla and dumping it into an Uber or or a Lyft fleet if I if I so choose. So there's multiple avenues for the company over time.",2025-06-21 12:00:03
www.fool.com,https://www.fool.com/investing/2025/06/21/2-stocks-down-34-and-40-to-buy-right-now/?.tsrc=rss,"The first half of 2025 will draw to a close at the end of this month, and investors have been treated to some big twists and turns in the year so far. Despite some major sell-offs in the spring, the S&P 500 and the Nasdaq Composite are up roughly 2% and 1%, respectively, as of this writing.

While macroeconomic and geopolitical factors could inject additional rounds of volatility into the market, backing great companies for the long haul remains one of the best paths to generating strong investment returns. With some promising companies still trading at significant discounts compared to previous highs, read on to see why two Motley Fool contributors think that Tesla (TSLA -0.09%) and Advanced Micro Devices (AMD 1.12%) stand out as smart long-term investment plays right now.

Tesla will suit enterprising investors willing to take on risk

Lee Samaha (Tesla): Tesla stock trades down about 22% in 2025 and down about 33% from its all-time high. It hasn't been an easy year for the company or its CEO, Elon Musk, with ongoing relatively high interest rates curtailing car sales overall, and Tesla appearing to lose some ground to its rival electric vehicle (EV) manufacturers. Meanwhile, Musk's political involvements have likely caused some brand damage, and the Cybertruck has proven to be a disappointment.

That said, there's an odd logic to the market's reaction to these events. The investment case for Tesla has never been purely based on it as an EV manufacturer. Instead, the main value in the company lies in its potential to generate a massive stream of long-term recurring revenue from robotaxis, possibly on a ride-per-mile basis, as well as selling unsupervised, full self-driving (FSD) software. The good news is Tesla plans to launch its robotaxi service, albeit on a small scale, in Austin, Texas, on June 22.

Naturally, Tesla's position as the leading EV company (and manufacturer of the best-selling vehicle in the world, the Model Y, and potentially the manufacturer of a low-cost dedicated robotaxi, the Cybercab) gives it a significant advantage in a market where competitors like Ford Motor Company and General Motors have unfulfilled ambitions. Indeed, there is a reason why leading automakers and technology companies have invested billions in developing commercially viable robotaxis.

Tesla is a speculative investment, with a significant portion of its stock price tied to the success of robotaxis and its FSD capabilities. It's a risky stock, not least because there are no guarantees surrounding its fledgling robotaxi service. However, if Tesla can demonstrate a successful launch of its robotaxi service, then there's plenty of upside potential for enterprising investors.

AMD could be ready to make waves in AI

Keith Noonan (Advanced Micro Devices): The artificial intelligence (AI) revolution is the most important trend in the tech industry. Thus far, Nvidia is the one company that stands out as the clear, undisputed champion in the AI hardware space. That looks like it could continue to be the case for the foreseeable future, but it doesn't mean that other players won't be able to score some significant victories in the category.

Like Nvidia, AMD is a designer of graphics processing units (GPUs) that can be used for training artificial intelligence models and running AI inference applications. Nvidia's GPUs are the clear-cut favorites among business customers seeking ultra-high-end performance, and AMD is currently a distant second place in the category. But crucially, there's a good chance that AMD's prospects in the AI space do not hinge entirely on unseating its rival when it comes to delivering bleeding-edge GPU and AI accelerator performance.

As the AI market continues to expand, there will likely be a market for a wider range of suitable hardware -- and AMD looks poised to score wins as this trend unfolds. Even better, the company delivered some great news for investors at its recent ""Advancing AI 2025"" conference. In addition to unveiling new advanced AI servers for the data center market, the company indicated that it's making some big leaps forward with its related software support systems. OpenAI announced that it will be using AMD's chips, and Amazon could also be moving to adopt the company's processors for its data centers.

In general, it looks like the market for AI GPUs and accelerators will be able to support more than one winner. While Nvidia is poised to retain leadership in the market, AMD appears to have solid second-place positioning -- and it could be in the early stages of benefiting from the broadening artificial intelligence hardware market. Despite a recent rally powered by excitement surrounding AMD's new AI chips, the company's share price is still down roughly 40% and looks like a smart buy.",2025-06-21 11:15:00
finance.yahoo.com,https://finance.yahoo.com/news/meet-nine-private-humanoid-robot-103005760.html?.tsrc=rss,"In This Article:

The humanoid robot arms race is on, and it’s not just Tesla Inc (NASDAQ:TSLA) making noise with its Optimus humanoid—the real action is happening among a new generation of private players, each betting big on a future where humanoids are everywhere from factory floors to your living room, according to UBS analysts.

""Understanding what these private companies are working on and tracking their progress can help inform investors about the future/feasibility of the humanoid robot opportunity and use cases such as more plant automation,” UBS analysts said in a recent note, pointing to a wave of start-ups already landing deals with auto giants like BMW (ETR:BMWG) and Mercedes.

Figure AI: The unicorn out front

Figure AI, founded in 2022, is going all-in on autonomous humanoids for manufacturing, logistics, and retail. Figure’s BotQ facility can crank out up to 12,000 robots a year, and the company is already using its own robots to build more robots. After a $1.5 billion Series C in May 2025, Figure’s valuation soared to $39.5 billion, with its first commercial deal inked with BMW and a second, undisclosed “major US company” already signed. Between these two customers, Figure believes there’s a path to 100,000 robots over the next four years.

Agility robotics: real-world robots, real deployments

Agility Robotics, meanwhile, is already deploying its Digit robots in logistics and manufacturing, targeting the more than one million unfilled material handling jobs in the U.S. With partnerships ranging from GXO Logistics Inc (NYSE:GXO) and Schaeffler to Tompkins (NYSE:TMP) Solutions, Agility is scaling up quickly, pushing robots-as-a-service deals and using its Agility Arc platform to control robots in tandem with other equipment. The company recently upgraded Digit’s battery life and safety features, and a minority investment from Schaeffler signals growing industry confidence.

Collaborative Robotics: humans + robots, side by side

Collaborative Robotics, or Cobot, is taking a different approach, focusing on AI-driven collaborative robots that work shoulder-to-shoulder with people in shared workspaces such as warehouses, hospitals, and factories. Since their 2024 debut, Cobot’s Proxie robots have logged over 5,000 operational hours and moved 16,000 carts in customer facilities. The company is developing cobots that integrate large language models, voice recognition, and speech synthesis to enable dynamic, human-like interaction on the job

Apptronik: From nasa to mercedes

Apptronik, with roots in NASA, has built Apollo, a robot designed for heavy lifting in manufacturing, logistics, and even healthcare. Commercial deployments began with Mercedes-Benz (OTC:MBGAF) in 2024, and new partnerships with Jabil and Google (NASDAQ:GOOGL) DeepMind are helping scale both production and AI capabilities. Apollo is built to perform physically demanding tasks in industrial spaces, working right alongside humans

1x Technologies: home humanoids at scale

1X Technologies is targeting the home, planning large-scale deployment of its Neo humanoid in the U.S. in 2025. The company’s acquisition of Kind Humanoid is accelerating its tech development, and 1X is backed by EQT (ST:EQTAB) Ventures. Their focus is on creating an abundant supply of labor via safe, intelligent humanoids, scaling from research and development to full-scale manufacturing

Mentee robotics, skild ai, foundation robotics labs, plus one robotics: the next wave

The next wave of contenders is equally ambitious. Mentee Robotics is building robots that can be “mentored” in real time by humans, aiming for personalized, adaptive bots.

Skild AI is all about general-purpose robotic intelligence, boasting a $4.7 billion valuation and backing from Amazon (NASDAQ:AMZN) and SoftBank (TYO:9984), with its sights set on construction, manufacturing, and security robots.

Foundation Robotics Labs is shipping robots for manufacturing, logistics, domestic, and defense use, with a goal of delivering over 10,000 units in 2026. Plus One Robotics, meanwhile, is the parcel-handling specialist, with over one billion picks and AI-powered warehouse automation already saving customers millions in labor costs.

While Tesla may be the face of the humanoid-enabled robot future, UBS suggest the real battleground is among these private upstarts—each racing toward a multi-billion-dollar reality, one robot at a time.

Related articles

Meet the nine private humanoid robot firms shaping the future

This sector is uniquely positioned to capture infrastructure spend growth: analyst

Caloric reset driven by GLP-1 drugs could cut food volumes by over 10%

Recommended Stories",2025-06-21 10:30:05
finance.yahoo.com,https://finance.yahoo.com/news/tesla-plans-8-billion-u-100112872.html?.tsrc=rss,"Investing.com -- Tesla (NASDAQ:TSLA) announced plans to invest approximately $8 billion in United States infrastructure and manufacturing during the current fiscal year, according to a post on X on late Friday.",2025-06-21 10:01:12
www.fool.com,https://www.fool.com/investing/2025/06/21/where-will-tesla-be-in-10-years/?.tsrc=rss,"Tesla (TSLA -0.09%) is now one of the largest companies in the world, with a market cap of more than $1 trillion. Much of Tesla's valuation stems from its automaking business. Its Model Y and Model 3 vehicles are consistently some of the highest-selling EVs in the U.S. And with EV sales still representing less than 10% of total U.S. vehicle sales, significant growth is yet to come.

But Tesla's long-term future won't be dominated by making vehicles. In fact, over the next 10 years, there's a brand new business segment that could be worth more than $1 trillion on its own.

Expect robotaxis to be Tesla's next big thing

Tesla's leader, Elon Musk, has been teasing a robotaxi business for years. The pitch is simple: Any Tesla owner can essentially rent out their vehicles at any time, earning profits while they otherwise wouldn't be using the vehicle. This would make buying and owning a Tesla significantly more attractive. Businesses could be formed to buy hundreds or even thousands of Teslas for the purpose of renting them out. Tesla has also signaled plans to produce vehicles specifically for this purpose.

Autonomous driving is what will unlock this new business at scale. That way, Tesla owners can put their vehicles up for rent when they're not in use via their smartphone. Then, someone looking for a ride can request a pickup, and the nearest available Tesla will automatically drive itself to the user, pick them up, drop them at the requested destination, and return itself to the original parking spot before the owner even realizes that it's gone.

While details aren't available in full yet, the idea is that the vehicle owner and Tesla would split the rideshare earnings. Investor Cathie Wood sees this spawning a gigantic global robotaxi industry, potentially adding 1,000% in potential upside to Tesla's share price. ""We think $8 trillion to $10 trillion for the entire autonomous taxi opportunity throughout the world, from almost nothing,"" Wood said at an investor conference in March.

Some analysts are skeptical, given Tesla's previous promises of an imminent self-driving revolution. Consider one of Musk's previous declarations. ""Our goal is, and I feel pretty good about this goal, that we'll be able to do a demonstration drive of full autonomy all the way from LA to New York, from home in LA to let's say dropping you off in Times Square in New York, and then having the car go park itself, by the end of next year. Without the need for a single touch, including the charger."" He said this way back in 2016 -- nearly a decade ago. Rapid advances in artificial intelligence make today's possibilities much more realistic, however, and Tesla's robotaxi business could arrive much sooner than everyday investors realize.

When will Tesla start its robotaxi business?

Next week, Tesla is expected to begin a ""pilot"" robotaxi service in Austin, Texas. It will be a shell of itself, monitored and partially made possible by remote human operators. However, according to Musk, the vehicles will be using Tesla's first deployment of its fully unsupervised self-driving software. So, while humans will be in the mix, the vehicles will be attempting to operate fully autonomously.

While his previous predictions have typically proven overly optimistic, Musk believes this pilot project will scale to hundreds of thousands of the vehicles by late 2026. But even if it takes until the end of this decade to fully realize this vision, the consequences for Tesla and its stock price are clear. Right now, the traditional rideshare business in the U.S. is worth roughly $60 billion. But some market forecasts believe it could surpass a $300 billion valuation over the next five years, even with autonomous vehicles commanding just a small sliver of the market. If autonomous vehicles fully take off, this could be a trillion-dollar market by 2035 -- just as Cathie Wood predicts.

It's still early. Don't expect much from this business segment over the coming year or two apart from pilot test updates. But as analysts and large investors predict, Tesla's ridesharing business has the potential to revolutionize its revenue and profit streams over the next decade and beyond.",2025-06-21 08:05:00
finance.yahoo.com,https://finance.yahoo.com/news/tesla-robotaxi-push-could-1-152509908.html?.tsrc=rss,Tesla's Robotaxi Era Begins: Analysts Eye $2T Market Cap by 2026,2025-06-21 07:29:57
finance.yahoo.com,https://finance.yahoo.com/m/5a81e271-5163-3497-a756-a19c6f1eb531/who-will-use-tesla%E2%80%99s.html?.tsrc=rss,"As self-driving technology improves, and robo-taxis proliferate across America, investors will have to think about consumer’s willingness to trust robots.",2025-06-21 06:30:00
finance.yahoo.com,https://finance.yahoo.com/news/grant-cardone-says-dont-boss-010012300.html?.tsrc=rss,"Do you have to start your own business to be successful? Although some business owners become very successful, others end up shutting their doors after a few years. That's why Grant Cardone proposed another way to become rich.

""You gotta find somebody that is successful and still wants to be successful,"" he said.

Here's how you can use this advice to build long-term wealth.

Don't Miss:

Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing — this is your last chance to become an investor for $0.80 per share.

Peter Thiel turned $1,700 into $5 billion—now accredited investors are eyeing this software company with similar breakout potential. Learn how you can invest with $1,000 at just $0.30/share.

You Don't Need 50 Investments

Cardone mentioned that you don't need 50 investments to become a billionaire. He said that Steve Jobs only had two investments. Pixar and NeXT were his two major investments before leaving Apple, and once he rejoined Apple (NASDAQ:AAPL), that's where he got most of his wealth.

While diversifying your portfolio has benefits, there is the risk of over-diversification. Spreading your time and capital across too many investments can cause you to miss opportunities. Furthermore, you may spread your time too thin and end up with a bunch of slow-growing or declining income streams.

Picking a few good investments instead of having 50 investments can accelerate wealth building if you pick the right investments. It's not a strategy for everyone, but if you know the person behind the company and the growth opportunities, it may be worth considering.

Trending: Maximize saving for your retirement and cut down on taxes: Schedule your free call with a financial advisor to start your financial journey – no cost, no obligation.

Look At The Company's Leader

The leader plays a decisive role in the company's ability to tap into catalysts and provide long-term returns for patient investors.

If you want to see what type of an impact a leader can have on a corporation’s valuation, look no further than Tesla (NASDAQ:TSLA). People have been saying that it's overvalued for years. If Elon Musk wasn't leading Tesla, the stock would probably be a lot cheaper. Recently, Tesla stock jumped higher the moment Musk said he would move away from the White House's Department of Government Efficiency to focus fully on Tesla. These trends demonstrate how much value Tesla investors put into Musk's involvement with the company.

Cardone suggested looking for leaders who still want to grow. He also recommended avoiding leaders who are complacent or are on the downswing of their careers.

See Also: Are you rich? Here’s what Americans think you need to be considered wealthy.

Work With The Right Person

Cardone mentioned having a friend who would have made him billions if Cardone dropped everything to work with him at an early stage of his startup. You don't have to drop everything and put all of your hopes into a single startup, but it demonstrates how much you can grow if you work with the right person when they are getting started with a new venture.

Cardone then mentioned that Warren Buffett didn't start any businesses despite being worth billions. Berkshire Hathaway (NYSE:BRK, NYSE:BRK) has relied on strategic acquisitions and investments to generate compounding returns for patient investors.

Buffett started one business – Buffett Partnership Ltd. – in 1956. However, he only put $100 of his money into it and received $105,000 from investors. Right from the beginning, Buffett used strategic leverage and acquisition to grow his empire. You don't always have to start a business and be the boss if you're surrounded by the right people and opportunities.

Read Next: Many are surprised by Mark Cuban's advice for lotto winners: Cash or annuity?

Image: Shutterstock

UNLOCKED: 5 NEW TRADES EVERY WEEK. Click now to get top trade ideas daily, plus unlimited access to cutting-edge tools and strategies to gain an edge in the markets.

Get the latest stock analysis from Benzinga?

APPLE (AAPL): Free Stock Analysis Report

TESLA (TSLA): Free Stock Analysis Report

This article Grant Cardone Says You Don't Have To Be The Boss To Get Rich: 'You Gotta Find Somebody That Is Successful And Still Wants To Be Successful' originally appeared on Benzinga.com

© 2025 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",2025-06-21 01:00:12
finance.yahoo.com,https://finance.yahoo.com/news/robotaxis-could-redefine-tesla-rattle-222710285.html?.tsrc=rss,Early pilot under human watch tests the hype vs. reality,2025-06-20 22:27:10
finance.yahoo.com,https://finance.yahoo.com/news/unplugged-performance-showcase-tesla-builds-212700160.html?.tsrc=rss,"3/4 Shot of 2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing

2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing

2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Front Aero Kit

2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Front Aero Kit, UP Forged UP-03 Wheels

Birdseye view of a Tesla Model 3 Performance Highland with Carbon Fiber Aero Kit and UP Forged UP-03 Wheels

Tesla Model Y with Leveling Lift Kit

2026 Tesla Model Y with Leveling Lift Kit and UP Forged UP-05 Wheels

2026 Tesla Model Y with Leveling Lift Kit and UP Forged UP-05 ""Off-Road Spec"" Wheels

2026 Tesla Model Y with UP Forged CYBRHEX Wheels

Tesla Model Y Juniper with 22"" UP Forged CYBRHEX Wheels

Tesla Cybertruck INVINCIBLE build with 22"" UP Forged CYBRHEX

LOS ANGELES, June 20, 2025 (GLOBE NEWSWIRE) -- Unplugged Performance, the world leader in Tesla-focused performance upgrades, is headed to Electrify Expo, North America’s premier electric vehicle lifestyle event. Taking place this weekend June 21st & 22nd, Electrify Expo invites EV enthusiasts, media, and families for an immersive look at the future of electrification.

Unplugged Performance will be displaying four of its latest builds at the show, each with upgrades tailored for parts performance, durability, and everyday driving.

Tesla Model 3 Performance “Red Rocket” Track Build

Built to dominate the track and the streets, car features our:

UP Race Pro Coilovers with Adaptive Canceller

UP Carbon Fiber Front Aero Kit + Rear Dual Spoiler and Wing Set Up + Rear Spats and Diffuser

18x10.9 UP-03 Forged Wheels

Yokohama ADVAN A052 295/35R18 Tires

Satin Red 2026 Tesla Model Y Off-Road/Street Build

Adventure-ready, this MY build includes our:

UP 35mm Leveling Lift Kit

Off-Road Spec 18"" UP-05 Forged Wheels

Off-Road Sway Bar + End Links

Yokohama GEOLANDAR Tires

UP INVINCIBLE® Cybertruck Street Build

The ultimate Tesla Cybertruck to take on anything on earth and beyond with:

HD Front & Rear Bumpers, Bull Bar, Rock Sliders

Carbon Fiber Hood w/ 50” LED Light Bar

Side Sail Panel MOLLE Rack System

22” CYBRHEX Forged Wheels

Yokohama GEOLANDAR Tires

Quicksilver 2026 Tesla Model Y Off-Road/Street Build

Ready for the streets, this MY build includes our:

22” UP Forged CYBRHEX Wheels

Moderate option Dual Rate Lowering Springs

Yokohama Parada Spex-X Tires

Learn more about our products at unpluggedperformance.com",2025-06-20 21:27:00
www.thestreet.com,https://www.thestreet.com/technology/veteran-tesla-bull-just-made-one-of-his-boldest-robotaxi-calls-yet-?.tsrc=rss,The next big growth chapter for Tesla stock may be closer than you think,2025-06-20 20:59:55
www.barchart.com,https://www.barchart.com/story/news/32980934/stocks-settle-mostly-lower-as-chip-makers-fall?.tsrc=rss,"The S&amp;P 500 Index ($SPX ) (SPY ) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI ) (DIA ) closed up +0.08%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) closed down -0.43%. September E-mini S&amp;P futures (ESU25 ) are down -0.21%, and September E-mini Nasdaq futures...",2025-06-20 20:51:36
www.fool.com,https://www.fool.com/investing/2025/06/22/brilliant-growth-stocks-buy-now-hold-long-term/?.tsrc=rss,"Not all of the growth stocks featured here will likely deliver outsize returns, so it makes sense to spread portfolio risk around a collection of holdings. In that line of thought, here are 10 growth stock ideas for investors to consider. They range from a couple of high-profile household names, such as Tesla (TSLA -0.09%) and Delta Air Lines (DAL -0.76%), to companies like Navitas Semiconductor (NVTS 0.14%) and Synopsys (SNPS -0.71%), which are less well known.

You might want to consider buying and holding any (or all) of these equities long-term.

Tesla's robotaxis are a game-changer

The key to the investment case for Tesla lies in its promised robotaxis and unsupervised full self-driving (FSD) software, which is scheduled to launch on a limited basis beginning this week. Tesla is already a highly successful automaker and the dominant player in electric vehicles (EVs) in the U.S., and robotaxis offer the prospect of transforming it into a company able to generate high-margin and recurring revenue from owning its robotaxi fleet or revenue sharing from Tesla's transformed fleet using Full Self-Driving (FSD) software.

There's also the dedicated robotaxi, Cybercab, and the potential to sell FSD on a subscription basis. And all of it will be supported by Tesla's market-leading position in EVs and its ability to develop affordable EVs in the future.

Next-generation data centers

Nvidia partners Navitas Semiconductor and Vertiv (VRT -0.45%) and the next generation of data centers, namely 800-volt (V) high voltage direct current (HVDC), which I've discussed in more detail elsewhere, so investors with the time and inclination can peruse. Nvidia believes they will be more efficient, with lower maintenance costs and significantly lower costs of ownership.

The new data centers, scheduled for 2027, employ a different power conversion method, and Navitas is developing Gallium Nitride (GaN) and Silicon Carbide (SiC) power semiconductors to enable more efficient power conversion in 800V HVDC data centers.

Similarly, another Nvidia partner, and leading data center equipment provider, Vertiv, is developing critical power and cooling equipment and systems for the new data centers and expects to have them available in the second half of 2026, in time for the launch of the 800V HVDC data center in 2027.

What makes both companies particularly interesting is that, unlike their rivals, they are more like pure plays in their end markets. For example, Navitas specializes in GaN and SiC chips for power conversion (not silicon), and 80% of Vertiv's revenue comes from data centers.

Aehr Test Systems is opening up new end markets

Speaking of SiC and GaN chips, Aehr's (AEHR -3.13%) stock has soared recently on speculation that Navitas might be a customer for Aehr's testing and burn-in equipment. Aehr's equipment helps semiconductor manufacturers ensure quality and reliability throughout the manufacturing process.

Aehr has struggled recently as its revenue at SiC customers, including ON Semiconductor, has declined in light of pullbacks in EV investment. Still, Aehr is making good progress in opening up and winning customers in new markets, including GaN semiconductors and semiconductors for artificial intelligence (AI) processing.

Synopsys and the future of semiconductors

Synopsys is a leader in electronic design automation software (used to design and verify chips), and its intended acquisition of engineering simulation and analysis company Ansys is a key event. The aim is to create a company offering design software, as well as simulation and analysis software to test the fruits of the design. It will also open up Synopsys' solutions to Ansys' wider range of end-market customers, particularly as semiconductors and electronics are increasingly being embedded in a range of new industries.

Hexcel is the future of aerospace

The advanced materials company's lightweight composites are the future of the aerospace industry, as every new generation of airplane contains more composites. This means Hexcel (HXL 0.07%) can grow as airplane production increases (Airbus and Boeing have multiyear backlogs in place) and new, more composite-rich airplanes are developed.

Hexcel has faced headwinds in recent years as Airbus' and Boeing's delivery rates have fallen short of expectations, but it's only a matter of time before they improve.

Cognex's machine vision has long-term growth prospects

Cognex (CGNX -1.33%) is another company with excellent long-term secular growth prospects (the use of machine vision in automated processes) that has suffered near-term headwinds (weakness in key end markets like automotive and consumer electronics). Still, this is a temporary slowdown in a long-term growth story.

PTC, Trimble, and the growing interface between the digital and physical worlds

PTC (PTC 0.28%) provides computer-aided design (CAD), product lifecycle management (PLM), and other solutions essential to creating a so-called ""digital thread"" for a physical product as it moves from design through manufacturing, use, servicing, and ultimately disposal. As such, it's a leading player in the digitization of the industrial sector.

Trimble's (TRMB 0.18%) precise positioning hardware (its origins) and growing software/services also make it a leading play on digitization. In Trimble's case, it's about integrating physical positioning with the digital world, such as in construction and infrastructure work, transportation, and geospatial activities. Through the use of advanced analytics in the digital world, Trimble's solutions can be integrated into its customers' daily workflows.

Delta Air Lines is different now",2025-06-22 09:10:00
